keyword,avg_monthly_searches,three_month_change,yoy_change,competition,competition_index,top_bid_low_idr,top_bid_high_idr
bali resort wedding packages,50,0%,0%,Menengah,61,11646.68,37720.78
bali ritz carlton wedding,50,0%,0%,Rendah,10,,
bali royal wedding,50,0%,0%,Rendah,2,,
bali themed wedding,50,0%,0%,Rendah,7,,
bali tirtha,5000,0%,0%,Rendah,8,1907.06,25947.73
bali traditional wedding,500,0%,0%,Rendah,6,5042.81,28626.84
bali ubud wedding,500,0%,0%,Menengah,37,9825.79,34675.61
bali venue,500,0%,0%,Menengah,45,7860.36,61834.25
bali venue wedding,5000,0%,0%,Menengah,57,8028.24,30990.08
bali villa wedding venues,50,0%,0%,Tinggi,77,7604.97,41639.70
bali vip weddings,500,0%,-90%,Rendah,6,4567.39,6603.96
bali vow renewal packages,50,0%,0%,Rendah,31,4293.64,18240.70
bali water wedding,50,0%,0%,Menengah,38,,
bali waterfall elopement,50,0%,0%,Rendah,27,,
bali wedding agency,5000,900%,0%,Rendah,27,5035.05,49696.88
bali wedding atelier,50,0%,0%,Menengah,40,,
bali wedding budget,50,0%,0%,Menengah,43,3623.22,18013.59
bali wedding for two,50,∞,0%,Rendah,0,,
bali wedding ideas,50,0%,0%,Menengah,37,,
bali wedding organiser,50,0%,0%,Tinggi,100,,
bali wedding places,5000,0%,0%,Menengah,39,10255.65,35883.01
bali wedding reception venues,5000,0%,0%,Menengah,57,8028.24,30990.08
bali wedding seminyak,50,0%,0%,Tinggi,71,9634.35,38194.68
bali wedding service,50,0%,0%,Rendah,2,,
bali wedding singer,50,0%,0%,Rendah,6,,
bali wedding venues seminyak,50,0%,0%,Menengah,39,,
bali wedding waterfall,50,0%,0%,Rendah,5,,
bali weddings 2022,50,-100%,0%,Tidak diketahui,,,
bali weddings and events,50,-100%,-100%,Tidak diketahui,,,
bali weddings international,50,0%,0%,Menengah,50,,
beachfront wedding bali,500,0%,0%,Menengah,37,8695.86,33109.50
best bali wedding locations,500,0%,0%,Menengah,57,10084.11,37871.59
best bali wedding packages,50,0%,0%,Tinggi,71,,
best bali weddings,50,0%,0%,Menengah,40,6378.74,15271.50
best chapel in bali,50,0%,0%,Rendah,0,,
best places to elope in bali,50,0%,∞,Rendah,10,,
best wedding chapel in bali,50,-100%,-100%,Tidak diketahui,,,
best wedding organizer bali,50,0%,0%,Menengah,54,9331.27,63695.54
best wedding place in bali,500,0%,0%,Menengah,57,10084.11,37871.59
beyond bali wedding,50,0%,-100%,Tidak diketahui,,,
beyond wedding bali,50,0%,0%,Rendah,29,,
blue heaven chapel bali,50,-100%,0%,Tidak diketahui,,,
blue point chapel bali,50,0%,0%,Rendah,25,,
boho wedding bali,50,-100%,0%,Tidak diketahui,,,
botanica wedding bali,50,0%,0%,Rendah,2,,
bridal di bali,50,0%,0%,Rendah,29,,
bridal shop bali,500,0%,0%,Tinggi,73,4369.03,23367.95
bulgari hotel bali wedding,50,0%,0%,Menengah,45,,
bulgari resort bali wedding price,50,0%,0%,Rendah,17,,
bvlgari wedding bali,50,0%,0%,Menengah,47,3720.70,22272.50
catholic wedding bali,50,0%,0%,Rendah,29,,
chapel di bali,50,0%,0%,Rendah,23,,
chapel kempinski bali,50,0%,0%,Rendah,8,,
chapel murah di bali,50,0%,-100%,Tidak diketahui,,,
chapel uluwatu bali,50,0%,0%,Rendah,0,,
cliff top wedding venues bali,50,0%,0%,Tinggi,95,7387.56,44481.98
cliff wedding venue bali,50,0%,0%,Tinggi,79,,
club med bali wedding,50,-100%,-100%,Tidak diketahui,,,
conrad chapel bali,50,0%,0%,Rendah,9,,
conrad hotel bali wedding,50,0%,0%,Menengah,50,,
conrad wedding bali,50,0%,0%,Rendah,25,7221.26,33907.62
cost of destination wedding in bali,50,∞,0%,Rendah,14,,
cost of indian wedding in bali,50,0%,0%,Rendah,11,,
destination wedding cost in bali,50,0%,∞,Tinggi,67,,
dove chapel bali,50,∞,∞,Rendah,9,,
elope bali wedding,50,0%,∞,Menengah,57,,
elope wedding in bali,50,0%,∞,Tinggi,71,,
elopement wedding packages bali,50,0%,0%,Tinggi,69,2724.60,17803.37
eternity chapel mulia bali,50,0%,0%,Rendah,9,,
fantasy island bali wedding,50,0%,0%,Rendah,0,,
feast bali bridal,50,0%,0%,Rendah,0,,
four seasons bali wedding,50,0%,0%,Rendah,33,6703.54,33260.11
four seasons bali wedding cost,50,0%,∞,Rendah,29,,
garden party wedding bali,50,∞,0%,Menengah,57,,
garden wedding bali,50,0%,0%,Menengah,46,7562.85,27987.77
global weddings bali,500,0%,900%,Rendah,5,5675.30,59957.78
grand hyatt bali wedding,50,0%,0%,Rendah,15,6389.39,40045.03
grand mirage bali wedding,50,0%,0%,Rendah,26,7543.46,24536.76
happy bali wedding,500,0%,0%,Rendah,12,10835.89,50514.88
happy wedding bali,50,0%,0%,Rendah,18,,
harga wedding chapel di bali,50,0%,0%,Tidak diketahui,,,
harmony chapel mulia bali,50,0%,0%,Rendah,6,,
hilton bali chapel,50,0%,0%,Rendah,7,,
hilton bali resort wedding,50,0%,0%,Menengah,38,5594.19,101143.75
hindu wedding bali,50,0%,0%,Rendah,13,19264.16,44820.64
hitchd bali,50,0%,0%,Rendah,7,,
hotel bali wedding,50,0%,0%,Tinggi,97,8313.54,30847.34
hotel wedding venues bali,50,0%,-100%,Tidak diketahui,,,
indian destination wedding in bali cost,50,0%,-100%,Tidak diketahui,,,
indian wedding planner bali,500,0%,900%,Rendah,3,28427.89,213001.95
indian wedding planner in bali,500,0%,900%,Rendah,3,28427.89,213001.95
infinity chapel bali,50,0%,0%,Rendah,9,,
infinity chapel nusa dua bali,50,∞,∞,Rendah,24,,
jeeva saba bali wedding harga,50,0%,0%,Tinggi,86,3314.77,9825.79
jungle wedding bali,50,0%,0%,Rendah,11,,
kapel di bali,50,0%,0%,Rendah,0,,
karma kandara bali wedding,50,0%,0%,Rendah,13,13671.75,74345.46
kempinski bali chapel,50,0%,0%,Rendah,1,,
khayangan bali wedding,50,0%,0%,Rendah,17,7040.69,36904.39
khayangan estate bali wedding,50,0%,0%,Rendah,17,7040.69,36904.39
le meridien bali jimbaran wedding,50,0%,0%,Menengah,39,8257.11,50177.23
le meridien bali wedding,50,0%,0%,Menengah,39,8257.11,50177.23
legal wedding bali,50,0%,0%,Rendah,24,3608.09,33991.59
love bali wedding,500,0%,0%,Rendah,3,9797.64,175384.48
luxury bali wedding venues,50,0%,0%,Menengah,38,7074.08,22155.58
married di bali,50,0%,0%,Tidak diketahui,,,
mulia bali chapel,50,0%,0%,Rendah,24,,
mulia bali wedding price,50,0%,0%,Rendah,0,,
mulia chapel bali,50,0%,0%,Rendah,2,,
mulia resort bali wedding,50,0%,0%,Rendah,18,,
mulia wedding bali,50,0%,0%,Rendah,31,,
ocean bali sky water wedding,50,0%,0%,Rendah,0,,
ocean chapel bali,50,0%,0%,Rendah,4,,
ocean wedding bali,50,0%,0%,Rendah,23,7786.70,30360.34
padma bali wedding,50,0%,0%,Menengah,50,,
pearl chapel bali,50,0%,0%,Rendah,29,,
phalosa bali,500,0%,900%,Rendah,20,4341.21,21559.78
phalosa bali wedding,50,0%,0%,Rendah,26,,
phalosa villa bali wedding,50,0%,0%,Rendah,18,,
planning a wedding in bali,50,0%,0%,Menengah,36,,
potato head bali wedding,50,0%,0%,Rendah,33,,
prada bali wedding,500,0%,0%,Rendah,2,,
pre wedding bali,500,0%,-90%,Rendah,13,4693.05,169914.18
pre wedding in bali,50,0%,-90%,Rendah,20,10075.03,171191.37
private wedding bali,50,0%,0%,Menengah,50,4372.73,15107.12
puri bali wedding,50,0%,0%,Rendah,0,,
radisson blu bali uluwatu wedding,50,0%,0%,Menengah,43,,
raffles bali wedding,50,0%,-90%,Menengah,45,3657.13,27199.16
renaissance bali uluwatu wedding,50,0%,0%,Menengah,35,,
renaissance bali wedding,50,0%,0%,Menengah,35,6797.30,26801.57
renew wedding vows bali,50,-90%,-90%,Menengah,36,7782.30,20083.13
ritz carlton bali wedding chapel,50,0%,0%,Rendah,10,,
samabe bali wedding,50,0%,0%,Menengah,35,3989.74,26736.76
semara bali wedding,500,900%,0%,Rendah,2,,
seminyak wedding packages,50,0%,0%,Rendah,18,,
six senses uluwatu bali wedding,50,0%,0%,Rendah,12,,
sky ayana bali wedding,50,0%,0%,Rendah,14,4405.77,22475.36
sky chapel bali,50,0%,0%,Rendah,0,,
sofitel bali nusa dua wedding,50,0%,0%,Rendah,16,3587.33,35109.51
sofitel bali wedding,50,0%,0%,Rendah,25,7305.38,30535.54
sofitel nusa dua bali wedding,50,0%,0%,Menengah,33,,
st regis bali chapel,50,0%,0%,Menengah,36,,
st regis bali wedding,500,0%,0%,Menengah,41,4394.77,14191.81
st regis wedding bali,50,0%,0%,Menengah,55,1867.70,11110.56
terralogical bali,50,0%,0%,Rendah,4,,
the apurva kempinski bali wedding,50,0%,0%,Menengah,37,4009.21,35903.27
the cotton house bali wedding,50,0%,0%,Tidak diketahui,,,
the diamond bali chapel,500,0%,0%,Rendah,4,,
the edge wedding bali,500,0%,0%,Menengah,34,4666.37,50490.78
the mulia bali wedding,50,0%,0%,Menengah,38,2938.08,23461.21
the ungasan bali wedding,50,0%,0%,Rendah,19,,
the wedding planner bali,50,0%,0%,Rendah,0,,
tirtha bali wedding,50,0%,900%,Rendah,17,5665.87,43104.61
tirtha bali wedding cost,50,0%,0%,Rendah,26,6172.96,25008.04
tirtha bridal bali,50,0%,0%,Rendah,0,,
tirtha bridal uluwatu bali,50,0%,0%,Rendah,12,5927.96,10189.85
tirtha uluwatu at tirtha bali,50,0%,0%,Tidak diketahui,,,
tirtha wedding bali,50,0%,0%,Rendah,29,6276.12,8744.84
top bali wedding venues,500,0%,0%,Menengah,57,10084.11,37871.59
tresna chapel ayana bali,50,0%,0%,Rendah,11,,
tresna chapel bali,50,0%,0%,Rendah,32,,
ubud elopement packages,50,0%,0%,Menengah,61,11403.52,28528.10
vara wedding bali,50,0%,0%,Rendah,23,5548.86,43028.78
venue bali,500,0%,0%,Menengah,45,7860.36,61834.25
villa anugrah bali wedding,50,0%,0%,Rendah,29,,
villa for small wedding bali,50,∞,∞,Rendah,29,,
villa khayangan bali,50,0%,0%,Menengah,34,1283.93,12524.08
villa vedas bali wedding,50,0%,0%,Rendah,32,6306.18,37037.47
w bali seminyak wedding,50,0%,0%,Menengah,44,8828.80,43169.06
w hotel bali wedding,50,0%,0%,Menengah,59,3963.44,30520.74
wedding at apurva kempinski bali,50,0%,0%,Menengah,42,3164.87,8610.07
wedding band bali,50,0%,0%,Menengah,53,,
wedding beach bali,500,0%,0%,Menengah,37,8695.86,33109.50
wedding chapel di bali,50,0%,0%,Menengah,61,3126.06,9117.52
wedding chapel murah di bali,50,0%,0%,Tidak diketahui,,,
wedding cost bali,50,0%,0%,Rendah,12,,
wedding garden party bali,50,0%,∞,Menengah,43,,
wedding in bali for foreigners,50,0%,-100%,Tidak diketahui,,,
wedding kempinski bali,50,0%,0%,Tinggi,82,1200.26,8945.74
wedding organizer denpasar,50,0%,0%,Menengah,44,,
wedding party bali,50,0%,0%,Menengah,38,6668.62,22661.61
wedding planner di bali,50,0%,0%,Menengah,57,4058.87,15282.93
wedding ritz carlton bali,50,0%,0%,Rendah,23,1446.14,7846.62
wedding singer bali,50,0%,0%,Rendah,0,,
wedding venues in ubud bali,50,0%,-90%,Menengah,59,8060.61,30946.14
wedding villa seminyak,50,0%,0%,Tinggi,75,16680.46,51368.76
westin bali wedding,50,0%,0%,Rendah,32,3798.66,10691.26
white dove chapel bali,50,0%,0%,Rendah,3,,
wiwaha chapel bali,50,∞,0%,Tinggi,86,,
wonderland bali wedding,50,0%,0%,Rendah,24,4853.25,32278.46
wonderland uluwatu bali,50,0%,0%,Rendah,20,3427.47,14610.76
church wedding bali,, --, --,Tidak diketahui,,,
indian destination wedding bali,, --, --,Tidak diketahui,,,
proposal violinist,, --, --,Tidak diketahui,,,
